央视频道,#genre#
CCTV-5体育,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV-5体育,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV-5体育,http://221.213.43.82:8888/newlive/live/hls/6/live.m3u8
CCTV-5+体育赛事,http://221.213.43.82:8888/newlive/live/hls/7/live.m3u8
CCTV-5+体育赛事,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8?
CCTV-5+体育赛事,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8?
CCTV-5+体育赛事,http://yima.eu.org/xueyuaniptv1.php?id=341
CCTV-5+体育赛事,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV-5+体育赛事,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV-6电影,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV-6电影,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV-6电影,http://yima.eu.org/xueyuaniptv1.php?id=342
CCTV-6电影,http://yima.eu.org/xueyuaniptv1.php?id=381
CCTV-6电影,http://221.213.43.82:8888/newlive/live/hls/8/live.m3u8
CCTV-7国防军事,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV-7军事农业,http://yima.eu.org/xueyuaniptv1.php?id=343
CCTV-7军事农业,http://yima.eu.org/xueyuaniptv1.php?id=382
CCTV-7国防军事,http://221.213.43.82:8888/newlive/live/hls/9/live.m3u8
CCTV-8电视剧,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV-8电视剧,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV-8电视剧,http://yima.eu.org/xueyuaniptv1.php?id=344
CCTV-8电视剧,http://yima.eu.org/xueyuaniptv1.php?id=383
CCTV-8电视剧,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8?
CCTV-8电视剧,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8?
CCTV-9纪录,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV-9纪录,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV-9纪录,http://yima.eu.org/xueyuaniptv1.php?id=345
CCTV-9纪录,http://yima.eu.org/xueyuaniptv1.php?id=384
CCTV-9纪录,http://221.213.43.82:8888/newlive/live/hls/11/live.m3u8
CCTV-9纪录,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?
CCTV-9纪录,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?
CCTV-9纪录,http://222.71.90.218:8888/newlive/live/hls/10/live.m3u8
CCTV-10科教,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV-10科教,http://yima.eu.org/xueyuaniptv1.php?id=385
CCTV-10科教,http://221.213.43.82:8888/newlive/live/hls/12/live.m3u8
CCTV-10科教,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?
CCTV-10科教,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?
CCTV-11戏曲,http://yima.eu.org/xueyuaniptv1.php?id=386
CCTV-11戏曲,http://221.213.43.82:8888/newlive/live/hls/13/live.m3u8
CCTV-12社会与法,http://yima.eu.org/xueyuaniptv1.php?id=347
CCTV-12社会与法,http://yima.eu.org/xueyuaniptv1.php?id=387
CCTV-12社会与法,http://221.213.43.82:8888/newlive/live/hls/14/live.m3u8
CCTV-13新闻,http://yima.eu.org/xueyuaniptv1.php?id=388
CCTV-13新闻,http://221.213.43.82:8888/newlive/live/hls/15/live.m3u8
CCTV-13新闻,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV-13新闻,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV-14少儿,http://yima.eu.org/xueyuaniptv1.php?id=348
CCTV-14少儿,http://yima.eu.org/xueyuaniptv1.php?id=389
CCTV-14少儿,http://221.213.43.82:8888/newlive/live/hls/16/live.m3u8
CCTV-15音乐,http://yima.eu.org/xueyuaniptv1.php?id=390
CCTV-15音乐,http://221.213.43.82:8888/newlive/live/hls/17/live.m3u8
CCTV-15音乐,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?
CCTV-15音乐,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?
CCTV-16奥林匹克,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV-16奥林匹克,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV-17农业农村,http://223.151.51.27:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0

无线财经·资讯台高清[1280x720],http://107.167.12.58:27347/livehttpplay?channel_id=20121
无线财经·资讯台[1920x1080],http://107.167.12.58:27347/livehttpplay?channel_id=30019
无线财经·资讯台[1280x720],http://107.167.12.58:27347/livehttpplay?channel_id=30022
无线新闻台超清[1920x1080],http://107.167.12.58:27347/livehttpplay?channel_id=30024
无线新闻台高清[1280x720],http://107.167.12.58:27347/livehttpplay?channel_id=20123
翡翠台高清[1280x720],http://107.167.12.58:27347/livehttpplay?channel_id=30025
翡翠台超清[1920x1080],http://107.167.12.58:27347/livehttpplay?channel_id=20127
明珠台超清[1280x720],http://107.167.12.58:27347/livehttpplay?channel_id=30026
明珠台高清[1280x720],http://107.167.12.58:27347/livehttpplay?channel_id=20125
无线新闻台[1920x1080],http://107.167.12.58:27347/livehttpplay?channel_id=30024
无线新闻台[1280x720],http://107.167.12.58:27347/livehttpplay?channel_id=20123
ViuTV6高清[1280x720],http://107.167.12.58:27347/livehttpplay?channel_id=20132
ViuTV高清[1280x720],http://107.167.12.58:27347/livehttpplay?channel_id=20131
ViuTV6HD+[1280x720],http://107.167.12.58:27347/livehttpplay?channel_id=30033
翡翠台[1280x720],http://107.167.12.58:27347/livehttpplay?channel_id=30025
翡翠台[1280x720],http://107.167.12.58:27347/livehttpplay?channel_id=20124J2
明珠台[1280x720],http://107.167.12.58:27347/livehttpplay?channel_id=30026
明珠台[1280x720],http://107.167.12.58:27347/livehttpplay?channel_id=20125
J2超清[1920x1080],http://107.167.12.58:27347/livehttpplay?channel_id=30030
J2高清[1280x720],http://107.167.12.58:27347/livehttpplay?channel_id=20122
ViuTVHD+[1280x720],http://107.167.12.58:27347/livehttpplay?channel_id=30032
ViuTV6[1280x720],http://107.167.12.58:27347/livehttpplay?channel_id=20132
ViuTV[1280x720],http://107.167.12.58:27347/livehttpplay?channel_id=20131 
港台RT31[1280x720],http://107.167.12.58:27347/livehttpplay?channel_id=20203
港台RT32[1280x720],http://107.167.12.58:27347/livehttpplay?channel_id=30028
上视七彩戏剧 7M,http://111.40.196.27:443/0000000000001000/2000000002000000010/index.m3u8?livemode=1&stbId=10&channel-id=hnbblive&Contentid=2000000002000000010
上视东方影视 4M,http://111.40.196.27:443/0000000000001000/5000000010000032212/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000032212
上视东方财经 6.8M,http://111.40.196.27:443/0000000000001000/5000000007000010003/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000007000010003
上视乐游 4M,http://111.40.196.27:443/0000000000001000/5000000006000040025/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000006000040025
上视五星体育 4M,http://111.40.196.27:443/0000000000001000/5000000010000017540/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000017540
上视动漫秀场 4M,http://111.40.196.27:443/0000000000001000/5000000002000023636/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000002000023636
上视劲爆体育 4M,http://111.40.196.27:443/0000000000001000/5000000002000029972/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000002000029972
上视哈哈炫动 8M,http://111.40.196.27:443/0000000000001000/5000000011000031123/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031123
上视国际频道 4M,http://111.40.196.27:443/0000000000001000/5000000010000030951/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000030951
上视新闻综合 8M,http://111.40.196.27:443/0000000000001000/5000000011000031110/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031110
上视欢笑剧场 4M,http://111.40.196.27:443/0000000000001000/5000000002000009455/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000002000009455
上视法治天地 7M,http://111.40.196.27:443/0000000000001000/9001547084732463424/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=9001547084732463424
上视游戏风云 4M,http://111.40.196.27:443/0000000000001000/5000000002000027005/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000002000027005
上视生活时尚 4M,http://111.40.196.27:443/0000000000001000/5000000002000019634/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000002000019634
上视第一财经 4M,http://111.40.196.27:443/0000000000001000/5000000010000027146/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000027146
上视纪实人文 4M,http://111.40.196.27:443/0000000000001000/1000000001000010606/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000010606
上视超级体育 4M,http://111.40.196.27:443/0000000000001000/5000000001000004876/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000001000004876
上视都市频道 4M,http://111.40.196.27:443/0000000000001000/5000000010000018926/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000018926
上视金色学堂 7M,http://111.40.196.27:443/0000000000001000/5000000010000026105/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000026105
上视魅力足球 7M,http://111.40.196.27:443/0000000000001000/2000000002000000068/index.m3u8?livemode=1&stbId=10&channel-id=hnbblive&Contentid=2000000002000000068




HOYTV,http://pull-l3-activity.ixigua.com/live/GPAvgZqLnkUWyI7pIiHeUXWN2FyI7gxF.flv
翡翠台FHD,http://pull-l3-activity.ixigua.com/live/AZnrrF7jUog00piK8RetUIIEdlLnaOg5.flv
明珠台,http://pull-l3-activity.ixigua.com/live/oRXNi1tqr1sCoPbVuYOsrJJm2HaGLogU.flv
TVB星河台,http://pull-l3-activity.ixigua.com/live/1L7dGx93WoJ70HK4fbICm3FwAzudXwvi.flv
TVBJ2FHD,http://pull-l3-activity.ixigua.com/live/mV67NpdAdYoRiih0NgwOlTb0GaOtwBnZ.flv
MYTVSUPER粵語片,http://pull-l3-activity.ixigua.com/live/ZyqwmB7fmmZm7FJxSbVwzHr7M9ODrn0b.flv
MYTVSUPER劇集1,http://pull-l3-activity.ixigua.com/live/tugHAwVgvxtIJTI0wXi8j3qNyc8wIKKw.flv
MYTVSUPER劇集2,http://pull-l3-activity.ixigua.com/live/KvhZ2J029jmfG8IGmC5tuH6zb3sdQb6C.flv
美亞電影台(港),http://pull-l3-activity.ixigua.com/live/PqNo0zD34CiUHSRF3RNZh9Dw56A0yxI9.flv
TVB娛樂新聞台,http://pull-l3-activity.ixigua.com/live/ZUnpByTtPk4wzppWuOuKKlAGkPQZ0bct.flv
MYTVSUPER劇集3,http://pull-l3-activity.ixigua.com/live/TBEPMdz1moqz1CBMVn1ZL6QxYv3E3JWT.flv
TVB武俠台,http://pull-l3-activity.ixigua.com/live/D6C6MfJR6b0tQE3Oej33aqd6NvhKt2wj.flv
TVB無線新聞台FHD,http://pull-l3-activity.ixigua.com/live/k5z5cMPjyVdceUVuRqYFwV8mTRrEACyq.flv
TVB財經資訊台,http://pull-l3-activity.ixigua.com/live/BDAnD0U5GHAcE8VEH4h0bzjC0ILOH3qw.flv
HKC新聞台,http://pull-l3-activity.ixigua.com/live/CcucfvljOEqFC0EuREWCQPGWpodof7DF.flv
HKC財經資訊台,http://pull-l3-activity.ixigua.com/live/GtOXDOI9scYRQiQZdL50AENPAU8qlHkF.flv
HKC18台,http://pull-l3-activity.ixigua.com/live/jSunwkoMXzfRsGpEYsZE1uJv8MsWxQ23.flv
HKC高清603台,http://pull-l3-activity.ixigua.com/live/E1sh8csjeCUAKLs4wwOnuPf0enMG5oVK.flv
ViuTVFHD,http://pull-l3-activity.ixigua.com/live/hENGcUmYm1wBz9oBBYc4e9v6jmLR1Hys.flv
ViuTV6FHD,http://pull-l3-activity.ixigua.com/live/yqXXOO8iEjd6dThEhlZsdhvNskeHmiOl.flv
NOWTV新聞台,http://pull-l3-activity.ixigua.com/live/PYYfK1eAL46DD8hk7thNSUaA5cxRudaV.flv
NOWTVSPORT1,http://pull-l3-activity.ixigua.com/live/GdkK6QmUPvfsGTOSQio6T8IzSEO6MMiy.flv
NOWTV財經台,http://pull-l3-activity.ixigua.com/live/rTCWZN5rjqsSAYbiOUTUQTGhQLRsnmjw.flv
MYTVSUPER劇集4,http://pull-l3-activity.ixigua.com/live/uWhJdUIfkrGyAg1VRM1gge0KZE6QgiBI.flv
HandsUpChannel,http://pull-l3-activity.ixigua.com/live/5w0zmJhZHpGmcKnbpQqoto6qrpqONQF6.flv
NOWTVPremierLeague,http://pull-l3-activity.ixigua.com/live/tElWfH9njb0Ja42BOf0WvKS8Q4KKED8B.flv
RTHK-31,http://pull-l3-activity.ixigua.com/live/hAdE35lXwCgRpyDVPVsXTBXz1LVfkVPP.flv
RTHK-32,http://pull-l3-activity.ixigua.com/live/IaUeqFXFSsEwtTbfr2j8wML7MWzVq1af.flv
SGOLF,http://pull-l3-activity.ixigua.com/live/LyqssHYnmQ6WoMI8NZZbtoIX95CU6Oxw.flv
ONEGOLF,http://pull-l3-activity.ixigua.com/live/5HoSz3wUDTh9Gnf4l4jUXfeVgFWaFmqd.flv
astroAEC,http://pull-l3-activity.ixigua.com/live/MHRmv6CmzEZSA77JsbewOK9am164fssk.flv
astro雙星,http://pull-l3-activity.ixigua.com/live/9FLllFkfYCqjm6QycoyJwKuFyJqmWB0x.flv
astro小太陽,http://pull-l3-activity.ixigua.com/live/uPJfs1SiLF5xEHUuKtTsZ41DbkL6v9TI.flv
翡翠台亞洲,http://pull-l3-activity.ixigua.com/live/7Y4EvJhrn4Hxt5P1Poh9JoKKKkKgrs0q.flv
astroAOD,http://pull-l3-activity.ixigua.com/live/BUTPfD5s3fbU6iOutHFLtKKqwm5FHPJK.flv
astroRIA,http://pull-l3-activity.ixigua.com/live/SVU7GRFKa0yVwxOajPr68oVd9IomPgBk.flv
TVCNEWSFHD,http://pull-l3-activity.ixigua.com/live/WQrxEbOLCk063hX904aDVPtF4Kw9x5do.flv
鳳凰衛視FHD,http://pull-l3-activity.ixigua.com/live/7l11ga4bnxLHVOvqX1Qno2qji0N8ZfbI.flv
鳳凰資訊FHD,http://pull-l3-activity.ixigua.com/live/11iXrlKJU67fRvdfSAo6oNGatGZN2hr7.flv
鳳凰香港FHD,http://pull-l3-activity.ixigua.com/live/LwgerRU4EpHFc3Fib2qGO73KLFeTs61y.flv
HKC電影台,http://pull-l3-activity.ixigua.com/live/iIFV6db7vAKLaGSFSThZvz98LOHWObsD.flv
星影台,http://pull-l3-activity.ixigua.com/live/m6xiqqfILslqCsgUKBYCpZOsKBEx0kli.flv
爆谷台,http://pull-l3-activity.ixigua.com/live/JbqDRESYvGcnkZs7ZpdLnmzOeTUJjnlM.flv
MUTV,http://pull-l3-activity.ixigua.com/live/0XFbZMrjk7fzTwId62vcExYB9U30RQtC.flv
Viu,http://pull-l3-activity.ixigua.com/live/nW5bOlCdd5b0bZrxQgPqSxN6mCnOyZ1k.flv
NOWSPORTPRIME,http://pull-l3-activity.ixigua.com/live/lT5oGUvE4IwRnHEgk5eWvVEVzUSTRyv3.flv
NOWSPORT,http://pull-l3-activity.ixigua.com/live/D0rKpnJLBmAnsV6UPM36qC3Z4h3X2nOT.flv
NOWSPORT,http://pull-l3-activity.ixigua.com/live/1FUr6eSGFuDhbOfeAcvgXMvhS1sTqaLU.flv
TVB千禧經典台,http://pull-l3-activity.ixigua.com/live/1T8E7ESBz6AgcJSsUW86FXZKVjIJE0TA.flv
MYTVSUPER,http://pull-l3-activity.ixigua.com/live/cW6Xk94LsiGOwE9A0t1WOqPe3eqjEIAy.flv

广东|大湾区卫视,https://php.17186.eu.org/gdtv/web/nfws.m3u8
广东|广东卫视,https://php.17186.eu.org/gdtv/web/gdws.m3u8
广东|广东新闻,https://php.17186.eu.org/gdtv/web/gdxw.m3u8
广东|广东新闻,https://php.17186.eu.org/gdtv/web/xwpd.m3u8
广东|广东珠江,https://php.17186.eu.org/gdtv/web/gdzj.m3u8ahsz
广东|广东体育,https://php.17186.eu.org/gdtv/web/gdty.m3u8
广东|广东民生,https://php.17186.eu.org/gdtv/web/gdgg.m3u8
广东|广东国际,https://php.17186.eu.org/gdtv/web/gdgj.m3u8
广东|广东经济科教,https://php.17186.eu.org/gdtv/web/jjkj.m3u8
广东|广东4K超高清,https://php.17186.eu.org/gdtv/web/gdzy.m3u8
广东|广东影视,https://php.17186.eu.org/gdtv/web/gdys.m3u8
广东|广东少儿,https://php.17186.eu.org/gdtv/web/gdse.m3u8
广东|嘉佳卡通,https://php.17186.eu.org/gdtv/web/jjkt.m3u8
广东|GRTN文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935
广东|广州综合,http://live.qiyuevod.com/cdntv/guangzhou.php?id=zhonghe
广东|广州新闻,http://live.qiyuevod.com/cdntv/guangzhou.php?id=xinwen
广东|广州法治,http://live.qiyuevod.com/cdntv/guangzhou.php?id=fazhi
广东|广州影视,http://live.qiyuevod.com/cdntv/guangzhou.php?id=yingshi
广东|广州竞赛,http://live.qiyuevod.com/cdntv/guangzhou.php?id=jingsai
广东|广东体育,http://218.15.229.90:9901/tsfile/live/1001_1.m3u8
广东|广州南国都市,http://live.qiyuevod.com/cdntv/guangzhou.php?id=shenghuo
广东|广州南国都市,https://justsometime.gztv.com/sec/shenghuos.m3u8
广东|东莞新闻综合,http://live.qiyuevod.com/cdntv/dwtv.php?id=xwzh
广东|东莞生活资讯,http://live.qiyuevod.com/cdntv/dwtv.php?id=shzx
广东|梅州综合,http://pili-live-rtmp.tvliving.gdmztv.com/meizhou-tvliving/mztv1.m3u8
广东|梅州公共,http://pili-live-rtmp.tvliving.gdmztv.com/meizhou-tvliving/mztv2.m3u8
广东|江门综合,http://live.qiyuevod.com/cdntv/gdjm.php?id=jmzh
广东|江门侨乡生活,http://live.qiyuevod.com/cdntv/gdjm.php?id=jmqxsh
广东|阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b1152000.m3u8
广东|阳江公共,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b1152000.m3u8
广东|生活频道,http://hls-ott-zhibo.wasu.tv/live/452/index.m3u8
广东|韶关公共,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8
广东|清新综合,http://hls.wiseqx.com/live/qxzh.m3u8
广东|清新公共,http://hls.wiseqx.com/live/qxgg.m3u8


中央新影老故事,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8
香港,http://113.117.74.32:8081/hls/38/index.m3u8
重庆卫视,http://yima.eu.org/cqyx.php?id=chongqingHD
江苏卫视,http://yima.eu.org/cqyx.php?id=jiangsuHD
北京卫视,http://yima.eu.org/cqyx.php?id=beijingHD
浙江卫视,http://yima.eu.org/cqyx.php?id=zhejiangHD
东方卫视,http://yima.eu.org/cqyx.php?id=shanghaiHD
深圳卫视,http://yima.eu.org/cqyx.php?id=shenzhenHD
辽宁卫视,http://yima.eu.org/cqyx.php?id=liaoningHD
天津卫视,http://yima.eu.org/cqyx.php?id=tianjinHD
贵州卫视,http://yima.eu.org/cqyx.php?id=guizhouHD
四川卫视,http://yima.eu.org/cqyx.php?id=sichuanHD
云南卫视,http://yima.eu.org/cqyx.php?id=yunnanSD
东南卫视,http://yima.eu.org/cqyx.php?id=dongnanHD
黑龙江卫视,http://yima.eu.org/cqyx.php?id=heilongjiangHD
安徽卫视,http://yima.eu.org/cqyx.php?id=anhuiSD
河北卫视,http://yima.eu.org/cqyx.php?id=hebeiSD
江西卫视,http://yima.eu.org/cqyx.php?id=jiangxiHD
湖北卫视,http://yima.eu.org/cqyx.php?id=hubeiSD
海南卫视,http://yima.eu.org/cqyx.php?id=hainanSD
吉林卫视,http://yima.eu.org/cqyx.php?id=jilinHD
广西卫视,http://yima.eu.org/cqyx.php?id=guangxiHD
湖南卫视,http://yima.eu.org/cqyx.php?id=hunanHD
广东卫视,http://yima.eu.org/cqyx.php?id=guangdongHD
河南卫视,http://yima.eu.org/cqyx.php?id=henanHD
山西卫视,http://yima.eu.org/cqyx.php?id=shanxiSD
兵团卫视,http://yima.eu.org/cqyx.php?id=bingtuanSD
宁夏卫视,http://yima.eu.org/cqyx.php?id=ningxia
北京卡酷少儿,http://yima.eu.org/cqyx.php?id=bjkakuSD
金鹰卡通,http://yima.eu.org/cqyx.php?id=jinyingSD
三沙卫视,http://yima.eu.org/cqyx.php?id=sanshaSD
青海卫视,http://yima.eu.org/cqyx.php?id=qinghaiSD
中国天气,http://yima.eu.org/cqyx.php?id=tianqiSD
北京纪实科教,http://yima.eu.org/cqyx.php?id=bjayjsSD
山东教育卫视,http://yima.eu.org/cqyx.php?id=sdjiaoyuSD
新疆卫视,http://yima.eu.org/cqyx.php?id=xinjiangSD
西藏卫视,http://yima.eu.org/cqyx.php?id=xizangSD
CGTN,http://yima.eu.org/cqyx.php?id=cgtnSD
CETV-1,http://yima.eu.org/cqyx.php?id=cetv-1SD
CETV-4,http://yima.eu.org/cqyx.php?id=cetv-4SD
生活时尚,http://yima.eu.org/cqyx.php?id=shenghuo
快乐垂钓,http://yima.eu.org/cqyx.php?id=klcdHD
第一剧场,http://yima.eu.org/cqyx.php?id=diyijuchangHD
都市剧场,http://yima.eu.org/cqyx.php?id=dsjcHD
动漫秀场,http://yima.eu.org/cqyx.php?id=dmxcHD
魅力足球,http://yima.eu.org/cqyx.php?id=mlzqHD
风云剧场,http://yima.eu.org/cqyx.php?id=fyjcHD
求索纪录,http://yima.eu.org/cqyx.php?id=qsjlHD
兵器科技,http://yima.eu.org/cqyx.php?id=bqkjHD
游戏风云,http://yima.eu.org/cqyx.php?id=yxfyHD
怀旧剧场,http://yima.eu.org/cqyx.php?id=hjjcHD
风云音乐,http://yima.eu.org/cqyx.php?id=fyyyHD
央视台球,http://yima.eu.org/cqyx.php?id=ystqHD
风云足球,http://yima.eu.org/cqyx.php?id=fyzqHD
央视文化精品,http://yima.eu.org/cqyx.php?id=yswhHD
高尔夫网球,http://yima.eu.org/cqyx.php?id=golfHD
早期教育,http://yima.eu.org/cqyx.php?id=zaojiaoHD
重庆新闻,http://yima.eu.org/cqyx.php?id=CQTVNewsHD
重庆影视,http://yima.eu.org/cqyx.php?id=cqyingshiHD
重庆社会与法,http://yima.eu.org/cqyx.php?id=CQTVTrendyHD
重庆时尚生活,http://yima.eu.org/cqyx.php?id=cqssgwHD
重庆文体娱乐,http://yima.eu.org/cqyx.php?id=cqwtylHD
重庆新农村,http://yima.eu.org/cqyx.php?id=cqggncHD
重庆少儿,http://yima.eu.org/cqyx.php?id=cqseHD
重庆科教,http://yima.eu.org/cqyx.php?id=CQTVkejiaoHD
爱看导视,http://yima.eu.org/cqyx.php?id=aikanHD
重庆汽摩,http://yima.eu.org/cqyx.php?id=cqcarSD
重庆移动,http://yima.eu.org/cqyx.php?id=mryyHD
重广融媒,http://yima.eu.org/cqyx.php?id=cqrongmei
优购物,http://yima.eu.org/cqyx.php?id=yougouwu
风尚购物,http://yima.eu.org/cqyx.php?id=fsgw
聚鲨环球精选,http://yima.eu.org/cqyx.php?id=jusha
中视购物,http://yima.eu.org/cqyx.php?id=ysgw
家有购物,http://yima.eu.org/cqyx.php?id=jygw
